"source_id","attribute","value"
1415230383034813952,"phot_bp_mean_mag",3.3843937
1415230383034813952,"phot_rp_mean_mag",2.2363496
1415230383034813952,"pmra",-16.1258770689633
1415230383034813952,"pmdec",11.3575362069934
2971266110612490752,"ra",83.1825848425256
2971266110612490752,"dec",-17.8222822547667
2971266110612490752,"parallax",1.68171954278854
2971266110612490752,"phot_g_mean_mag",2.5535128
2971266110612490752,"phot_bp_mean_mag",3.146066
2971266110612490752,"phot_rp_mean_mag",2.4545782
2971266110612490752,"pmra",3.36419082583331
2971266110612490752,"pmdec",1.48400575406549
4337352305320150016,"ra",249.289797558232
4337352305320150016,"dec",-10.566976077121
4337352305320150016,"parallax",7.40884572798303
4337352305320150016,"phot_g_mean_mag",2.5565956
4337352305320150016,"phot_bp_mean_mag",3.0091202
4337352305320150016,"phot_rp_mean_mag",2.5672572
4337352305320150016,"pmra",10.4649668340368
4337352305320150016,"pmdec",24.7415675630212
5099455184968674304,"ra",49.8794219077089
5099455184968674304,"dec",-21.7577199826751
5099455184968674304,"parallax",10.6152687761739
5099455184968674304,"phot_g_mean_mag",2.5895581
5099455184968674304,"phot_bp_mean_mag",4.1026216
5099455184968674304,"phot_rp_mean_mag",2.0912385
5099455184968674304,"pmra",52.7739441986668
5099455184968674304,"pmdec",32.7182639240536
5502164890740285440,"ra",102.484266571646
5502164890740285440,"dec",-50.614847878775
5502164890740285440,"parallax",18.7577132790822
5502164890740285440,"phot_g_mean_mag",2.6184993
5502164890740285440,"phot_bp_mean_mag",3.558935
5502164890740285440,"phot_rp_mean_mag",2.24651
5502164890740285440,"pmra",32.6181844147724
5502164890740285440,"pmdec",-69.5657340632288
3736865265441207296,"ra",195.542914768748
3736865265441207296,"dec",10.9592367414977
3736865265441207296,"parallax",30.2109573331665
3736865265441207296,"phot_g_mean_mag",2.619051
3736865265441207296,"phot_bp_mean_mag",3.4062746
3736865265441207296,"phot_rp_mean_mag",2.2495508
3736865265441207296,"pmra",-273.792912720649
3736865265441207296,"pmdec",19.803882348563
2968097043228517376,"ra",82.0613180480297
2968097043228517376,"dec",-20.759815662845
2968097043228517376,"parallax",20.8697340458764
2968097043228517376,"phot_g_mean_mag",2.627176
2968097043228517376,"phot_bp_mean_mag",3.3722863
2968097043228517376,"phot_rp_mean_mag",2.28506
2968097043228517376,"pmra",-5.7476581610562
2968097043228517376,"pmdec",-83.6498462528972
3490234568129160704,"ra",182.530821369567
3490234568129160704,"dec",-22.6197220109897
3490234568129160704,"parallax",10.5983763822472
3490234568129160704,"phot_g_mean_mag",2.6297014
3490234568129160704,"phot_bp_mean_mag",3.595086
3490234568129160704,"phot_rp_mean_mag",2.210329
3490234568129160704,"pmra",-72.0185302089245
3490234568129160704,"pmdec",10.636922874839
5512070906394195968,"ra",112.307259620734
5512070906394195968,"dec",-43.3005926071093
5512070906394195968,"parallax",17.0233743304933
5512070906394195968,"phot_g_mean_mag",2.6405158
5512070906394195968,"phot_bp_mean_mag",3.78837
5512070906394195968,"phot_rp_mean_mag",2.1561558
5512070906394195968,"pmra",-61.628165861142
5512070906394195968,"pmdec",189.627220408837
3384529341302871040,"ra",100.983005970684
3384529341302871040,"dec",25.1310748363915
3384529341302871040,"parallax",3.74765389937449
3384529341302871040,"phot_g_mean_mag",2.6483977
3384529341302871040,"phot_bp_mean_mag",3.6414475
3384529341302871040,"phot_rp_mean_mag",2.2281804
3384529341302871040,"pmra",-4.85337065036575
3384529341302871040,"pmdec",-11.7800951060316
447071293401293056,"ra",46.1991443943842
447071293401293056,"dec",53.5064232379481
447071293401293056,"parallax",14.1251599610302
447071293401293056,"phot_g_mean_mag",2.651
447071293401293056,"phot_bp_mean_mag",3.3605478
447071293401293056,"phot_rp_mean_mag",2.3424022
447071293401293056,"pmra",-14.1936337970137
447071293401293056,"pmdec",-8.68434435281438
2026116260337482240,"ra",292.680339746952
2026116260337482240,"dec",27.9596241769622
2026116260337482240,"parallax",8.98156355266859
2026116260337482240,"phot_g_mean_mag",2.651682
2026116260337482240,"phot_bp_mean_mag",3.6049168
2026116260337482240,"phot_rp_mean_mag",2.2553923
2026116260337482240,"pmra",4.915363569551
2026116260337482240,"pmdec",-11.127208901451
2900546759663847424,"ra",84.9122637603911
2900546759663847424,"dec",-34.0742124724489
2900546759663847424,"parallax",11.4007864487976
2900546759663847424,"phot_g_mean_mag",2.6532035
2900546759663847424,"phot_bp_mean_mag",3.034529
2900546759663847424,"phot_rp_mean_mag",2.7412972
2900546759663847424,"pmra",1.68471244519411
2900546759663847424,"pmdec",-24.3445624517109
2962546605447869440,"ra",76.3653839445811
2962546605447869440,"dec",-22.3713676025138
2962546605447869440,"parallax",15.5999082980751
2962546605447869440,"phot_g_mean_mag",2.6534927
2962546605447869440,"phot_bp_mean_mag",3.7436643
2962546605447869440,"phot_rp_mean_mag",2.1938875
2962546605447869440,"pmra",24.0485044914676
2962546605447869440,"pmdec",-74.9509744082463
779106556394253824,"ra",167.415477707748
779106556394253824,"dec",44.4983642995888
779106556394253824,"parallax",23.2272265504562
779106556394253824,"phot_g_mean_mag",2.68003
779106556394253824,"phot_bp_mean_mag",3.5629916
779106556394253824,"phot_rp_mean_mag",2.2429957
779106556394253824,"pmra",-62.6200941669199
779106556394253824,"pmdec",-27.7775571795377
510204838759030144,"ra",21.4566124573105
510204838759030144,"dec",60.235067611381
510204838759030144,"parallax",32.0297241917796
510204838759030144,"phot_g_mean_mag",2.6805298
510204838759030144,"phot_bp_mean_mag",3.1518147
510204838759030144,"phot_rp_mean_mag",2.5794432
510204838759030144,"pmra",296.420079598131
510204838759030144,"pmdec",-49.1270218653559
4683897617110115328,"ra",6.4825049884331
4683897617110115328,"dec",-77.2527954675457
4683897617110115328,"parallax",133.719405566714
4683897617110115328,"phot_g_mean_mag",2.6807318
4683897617110115328,"phot_bp_mean_mag",3.2956264
4683897617110115328,"phot_rp_mean_mag",2.371489
4683897617110115328,"pmra",2218.98454825308
4683897617110115328,"pmdec",326.444541801233
1339952869195300608,"ra",258.761657246877
1339952869195300608,"dec",36.8091745480388
1339952869195300608,"parallax",8.89906434524936
1339952869195300608,"phot_g_mean_mag",2.7025177
1339952869195300608,"phot_bp_mean_mag",3.727473
1339952869195300608,"phot_rp_mean_mag",2.2475624
1339952869195300608,"pmra",-27.4020907501493
1339952869195300608,"pmdec",2.92477106907147
5859405805013401600,"ra",184.390083825485
5859405805013401600,"dec",-67.9608533041305
5859405805013401600,"parallax",9.99149614392355
5859405805013401600,"phot_g_mean_mag",2.7034264
5859405805013401600,"phot_bp_mean_mag",4.428343
5859405805013401600,"phot_rp_mean_mag",2.1071463
5859405805013401600,"pmra",-230.607030300514
5859405805013401600,"pmdec",-26.205687717495
2671038928727970816,"ra",322.889802782874
2671038928727970816,"dec",-5.57121110781595
2671038928727970816,"parallax",5.97278530134411
2671038928727970816,"phot_g_mean_mag",2.7120852
2671038928727970816,"phot_bp_mean_mag",3.4768906
2671038928727970816,"phot_rp_mean_mag",2.383934
2671038928727970816,"pmra",19.2136749536123
2671038928727970816,"pmdec",-8.16294285004504
1381119031215320576,"ra",247.160793757453
1381119031215320576,"dec",41.8816506879205
1381119031215320576,"parallax",8.4866237218504
1381119031215320576,"phot_g_mean_mag",2.7236698
1381119031215320576,"phot_bp_mean_mag",5.179862
1381119031215320576,"phot_rp_mean_mag",2.0481105
1381119031215320576,"pmra",28.5602997736383
1381119031215320576,"pmdec",-6.40242921026119
4049975081571729920,"ra",271.4517659307
4049975081571729920,"dec",-30.4249381579085
4049975081571729920,"parallax",32.2696566129519
4049975081571729920,"phot_g_mean_mag",2.7243106
4049975081571729920,"phot_bp_mean_mag",3.5833697
4049975081571729920,"phot_rp_mean_mag",2.3486998
4049975081571729920,"pmra",-48.8389321232556
4049975081571729920,"pmdec",-204.860397467684
1887953690728237568,"ra",340.750639503116
1887953690728237568,"dec",30.2211303978772
1887953690728237568,"parallax",16.6308354400356
1887953690728237568,"phot_g_mean_mag",2.7250793
1887953690728237568,"phot_bp_mean_mag",3.4672363
1887953690728237568,"phot_rp_mean_mag",2.3579993
1887953690728237568,"pmra",19.9570416504942
1887953690728237568,"pmdec",-18.971073148867
2680356911816017920,"ra",331.446064066425
2680356911816017920,"dec",-0.319897399999968
2680356911816017920,"parallax",4.94514532586508
2680356911816017920,"phot_g_mean_mag",2.727835
2680356911816017920,"phot_bp_mean_mag",3.4987617
2680356911816017920,"phot_rp_mean_mag",2.34932
2680356911816017920,"pmra",18.5904427039686
2680356911816017920,"pmdec",-10.450029478158
5239828735016184832,"ra",160.738981043192
5239828735016184832,"dec",-64.3944058320597
5239828735016184832,"parallax",7.6371045121724
5239828735016184832,"phot_g_mean_mag",2.7347076
5239828735016184832,"phot_bp_mean_mag",2.9690163
5239828735016184832,"phot_rp_mean_mag",2.9133205
5239828735016184832,"pmra",-16.5408171331702
5239828735016184832,"pmdec",10.002295460397
3557567320183657472,"ra",162.406631058347
3557567320183657472,"dec",-16.1927597630202
3557567320183657472,"parallax",23.7940203541033
3557567320183657472,"phot_g_mean_mag",2.7356641
3557567320183657472,"phot_bp_mean_mag",3.6567402
3557567320183657472,"phot_rp_mean_mag",2.2684374
3557567320183657472,"pmra",92.9116178822774
3557567320183657472,"pmdec",199.6422018854
3017190546641718272,"ra",83.8582632236151
3017190546641718272,"dec",-5.90989604809142
3017190546641718272,"parallax",1.9968658285611
3017190546641718272,"phot_g_mean_mag",2.7408419
3017190546641718272,"phot_bp_mean_mag",3.0577648
3017190546641718272,"phot_rp_mean_mag",2.9466283
3017190546641718272,"pmra",-2.81577187123059
3017190546641718272,"pmdec",-1.69303154943788
5698015743046181888,"ra",121.885629979769
5698015743046181888,"dec",-24.3041155537781
5698015743046181888,"parallax",51.3998862834832
5698015743046181888,"phot_g_mean_mag",2.7505891
5698015743046181888,"phot_bp_mean_mag",3.302004
5698015743046181888,"phot_rp_mean_mag",2.5121741
5698015743046181888,"pmra",-82.8857313916752
5698015743046181888,"pmdec",46.9299952462617
4935615308047192064,"ra",22.0912612743135
4935615308047192064,"dec",-43.3191541367058
4935615308047192064,"parallax",13.3611667879256
4935615308047192064,"phot_g_mean_mag",2.7603414
4935615308047192064,"phot_bp_mean_mag",3.913792
4935615308047192064,"phot_rp_mean_mag",2.2247913
4935615308047192064,"pmra",-17.719836387197
4935615308047192064,"pmdec",-206.864433716605
5610441600394645504,"ra",105.429754755777
5610441600394645504,"dec",-27.9348086088331
5610441600394645504,"parallax",2.50853277819601
5610441600394645504,"phot_g_mean_mag",2.7605493
5610441600394645504,"phot_bp_mean_mag",3.9819047
5610441600394645504,"phot_rp_mean_mag",2.2132776
5610441600394645504,"pmra",-5.71424072805561
5610441600394645504,"pmdec",4.88961310911944
6071060144089352192,"ra",183.786010440039
6071060144089352192,"dec",-58.7489742822502
6071060144089352192,"parallax",7.16808777198956
6071060144089352192,"phot_g_mean_mag",2.7730124
6071060144089352192,"phot_bp_mean_mag",2.9493272
6071060144089352192,"phot_rp_mean_mag",2.9570413
6071060144089352192,"pmra",-36.9508295361737
6071060144089352192,"pmdec",-11.2961304118535
6194563955869054976,"ra",199.730735565666
6194563955869054976,"dec",-23.1717108927601
6194563955869054976,"parallax",25.5286050828136
6194563955869054976,"phot_g_mean_mag",2.776534
6194563955869054976,"phot_bp_mean_mag",3.5164533
6194563955869054976,"phot_rp_mean_mag",2.3616364
6194563955869054976,"pmra",67.9557138676889
6194563955869054976,"pmdec",-44.2992385128887
3211922645854328832,"ra",76.9620005509911
3211922645854328832,"dec",-5.08681030409146
3211922645854328832,"parallax",36.2456042765099
3211922645854328832,"phot_g_mean_mag",2.7777147
3211922645854328832,"phot_bp_mean_mag",3.0676498
3211922645854328832,"phot_rp_mean_mag",2.6321695
