LogL_15M003M	LogT_15M003M	L(sun)_15M003M	T_15M003M
0.668265177	3.83625763	4.658704638	6858.94989
0.669857654	3.83611165	4.675818598	6856.644769
0.671448618	3.83595485	4.692979077	6854.169656
0.673130996	3.83583381	4.711194084	6852.259632
0.674735635	3.83567119	4.728633286	6849.694308
0.676655822	3.83545501	4.749586724	6846.285565
0.678957272	3.83517618	4.774822943	6841.891456
0.681709151	3.83481401	4.805174359	6836.188195
0.684999251	3.83434024	4.841715326	6828.734693
0.688935434	3.83371544	4.885797174	6818.917562
0.694642938	3.83241924	4.950430161	6798.596087
0.699714787	3.83144809	5.008581984	6783.410355
0.705096683	3.83037245	5.071035875	6766.630314
0.710368035	3.82912851	5.132961833	6747.276536
0.712585477	3.82858068	5.159236982	6738.770717
0.710466707	3.82908697	5.134128178	6746.631194
0.710351262	3.8290968	5.132763595	6746.783902
0.710423993	3.82907429	5.133623248	6746.434217
0.710455515	3.82904694	5.13399587	6746.009369
0.710524469	3.82902626	5.134811072	6745.688149
0.710605938	3.82900912	5.135774398	6745.421926
0.710699419	3.82898957	5.136879982	6745.118285
0.710802781	3.82896585	5.138102704	6744.749894
0.710922153	3.82893701	5.139515179	6744.302014
0.711064165	3.82890219	5.141196048	6743.761304
0.711234463	3.82886024	5.143212438	6743.109932
0.711438783	3.8288097	5.145632704	6742.325264
0.711683858	3.82874879	5.148537235	6741.379717
0.71197778	3.82867531	5.152022844	6740.239212
0.712188601	3.82862197	5.154524414	6739.411428
0.712293517	3.82859511	5.155769785	6738.994625
0.712346402	3.82858173	5.156397652	6738.78701
0.712372853	3.82857504	5.156711716	6738.683204
0.712400451	3.82856851	5.157039418	6738.581883
0.71242538	3.82856161	5.157335447	6738.474822
0.712435867	3.82855789	5.157459984	6738.417103
0.712447041	3.8285542	5.157592682	6738.35985
0.712455208	3.82855005	5.157689673	6738.295461
0.712458816	3.82854518	5.157732521	6738.219901
0.712458124	3.82854181	5.157724303	6738.167614
0.712454576	3.82853796	5.157682167	6738.107881
0.712444124	3.828533	5.157558041	6738.030927
0.712420063	3.82852587	5.157272307	6737.920306
0.71239784	3.82852031	5.157008414	6737.834046
0.712362165	3.82851259	5.156584811	6737.714275
0.712298193	3.8285003	5.155825296	6737.523609
0.712144814	3.82847329	5.154004744	6737.104596
0.711963931	3.82844302	5.151858556	6736.635041
0.711805703	3.82841787	5.149981904	6736.244934
0.711627193	3.82838732	5.147865519	6735.771097
0.711353606	3.82834124	5.144623604	6735.056448
0.710975434	3.82827792	5.140145754	6734.074551
0.710468064	3.8281929	5.13414422	6732.756378
0.709585391	3.82804377	5.12372003	6730.444851
0.708096712	3.82779605	5.106186958	6726.606924
0.706054693	3.82746014	5.082234418	6721.406165
0.70366513	3.82706783	5.054347878	6715.337278
0.701053971	3.82666907	5.024050209	6709.174227
0.698149865	3.82624677	4.990566707	6702.65352
0.694813504	3.82575869	4.952374788	6695.125003
0.690949732	3.82518326	4.908510586	6686.259993
0.686579961	3.82455248	4.85936992	6676.555754
0.681858911	3.8238566	4.806831638	6665.866322
0.677508609	3.82310441	4.758922245	6654.331157
0.674585523	3.82240375	4.726999137	6643.604185
0.674028248	3.82191653	4.720937469	6636.155134
0.676284579	3.82165509	4.745528424	6632.161451
0.68088503	3.82164093	4.796064665	6631.945216
0.686476658	3.8218399	4.858214188	6634.984307
0.691410487	3.82213979	4.913720924	6639.567493
0.694582342	3.82238618	4.949739488	6643.335414
0.695904228	3.82251955	4.964828234	6645.375868
0.696083691	3.82255423	4.966880268	6645.906546
0.695918436	3.82253929	4.964990662	6645.677927
0.695818974	3.82251192	4.963853711	6645.259118
0.695852636	3.82248581	4.964238472	6644.859613
0.695960034	3.82245971	4.965466246	6644.460286
0.696100096	3.82242981	4.96706789	6644.002849
0.696266324	3.82239389	4.96896942	6643.453354
0.696464601	3.82235052	4.971238519	6642.789951
0.696702568	3.82229827	4.973963202	6641.990804
0.696988648	3.82223537	4.977240748	6641.028897
0.697332925	3.82215981	4.981187906	6639.873569
0.697747756	3.82206921	4.985948129	6638.488542
0.698247806	3.82196075	4.991692294	6636.830864
0.698849795	3.82183056	4.99861623	6634.841615
0.699571967	3.82167306	5.006935156	6632.435879
0.700435918	3.82148088	5.01690547	6629.501604
0.701470457	3.82124563	5.028870557	6625.911487
0.702711852	3.82095757	5.043265733	6621.518092
0.704199215	3.8206038	5.060567418	6616.126495
0.705981175	3.82016779	5.081374163	6609.487567
0.708115624	3.81963601	5.106409319	6601.39941
0.71067063	3.81900422	5.136539474	6591.803004
0.713726736	3.81821237	5.172812491	6579.795107
0.717377511	3.81721081	5.216479572	6564.638418
0.72170803	3.81593677	5.268755314	6545.408709
0.725825539	3.81463095	5.318945483	6525.757783
0.729652717	3.81337797	5.366025313	6506.957498
0.733320051	3.81213083	5.411529758	6488.298623
0.736828576	3.81084625	5.45542483	6469.135533
0.740148046	3.80953613	5.49728238	6449.649738
0.741960243	3.80901868	5.520269023	6441.969733
0.743538559	3.8084133	5.540367321	6432.996276
0.745066232	3.80780049	5.559890418	6423.925416
0.74657239	3.80719206	5.579205909	6414.932043
0.748061244	3.80656688	5.598365438	6405.704198
0.74982427	3.80579415	5.621138292	6394.316812
0.751918041	3.80483273	5.648303713	6380.177042
0.754395496	3.80362676	5.680616828	6362.484832
0.757044731	3.80223585	5.715375003	6342.14037
0.759525822	3.80095498	5.748119946	6323.462975
0.761888125	3.79963212	5.779471481	6304.231026
0.764093472	3.79828005	5.808894273	6284.634859
0.76613628	3.79690428	5.836282159	6264.75772
0.768017795	3.7955012	5.861621817	6244.550757
0.769742969	3.79421796	5.884952597	6226.126783
0.771332211	3.79286978	5.906527237	6206.828991
0.772708836	3.79148425	5.925279429	6187.058893
0.773914322	3.79009671	5.941749277	6167.323224
0.774965528	3.78868702	5.956148649	6147.336972
0.775878602	3.78731592	5.968684211	6127.959975
0.776673933	3.78600606	5.97962478	6109.505498
0.777349061	3.78464055	5.988927573	6090.326141
0.77789042	3.78325046	5.996397577	6070.863387
0.778303501	3.78184075	6.002103789	6051.18945
0.778605531	3.78040937	6.006279402	6031.278321
0.778816385	3.77898208	6.009196215	6011.489322
0.778979729	3.77767979	6.011456779	5993.490068
0.779090451	3.77632355	6.012989577	5974.802444
0.779147767	3.77494653	6.013783193	5955.888106
0.77925843	3.77359293	6.015315766	5937.353816
0.779541796	3.77231969	6.019241886	5919.97251
0.780129313	3.77114751	6.027390274	5904.015786
0.781189872	3.77011496	6.042127313	5889.99546
0.782951492	3.76927841	6.066685647	5878.660908
0.785848359	3.76872954	6.107287418	5871.236032
0.790086303	3.76853921	6.167175438	5868.663521
0.795550032	3.76870284	6.245252933	5870.875085
0.802674213	3.76921143	6.348545156	5877.754329
0.811688073	3.77021875	6.481687266	5891.40325
0.823008545	3.77177005	6.65286246	5912.484974
0.837480433	3.77380886	6.878289217	5940.306586
0.859796819	3.7771313	7.240971181	5985.925398
0.923680756	3.78649501	8.388431376	6116.387752
0.941444053	3.7792921	8.738644117	6015.78214
0.929745264	3.76933484	8.506389485	5879.424801
0.932527634	3.76560183	8.561061837	5829.104351
0.935261231	3.76408343	8.615118014	5808.759958
0.936518595	3.76331892	8.640096538	5798.543506
0.937041495	3.76285895	8.650505667	5792.405403
0.937301063	3.76251225	8.655677425	5787.783135
0.937456099	3.7621445	8.658767911	5782.884256
0.937504549	3.76172553	8.659733939	5777.308116
0.937471853	3.76124471	8.659082013	5770.91543
0.937351876	3.76073707	8.656690209	5764.173839
0.93714358	3.76021402	8.652539289	5757.235836
0.936840138	3.7596744	8.646495863	5750.086792
0.936435263	3.75911827	8.638438844	5742.728308
0.935918847	3.75854684	8.628173052	5735.177189
0.935290548	3.75796104	8.615699596	5727.446485
0.93455093	3.7573613	8.601039259	5719.542613
0.933701717	3.75674774	8.584237347	5711.467896
0.932748452	3.75612109	8.565415835	5703.232677
0.931680924	3.75547947	8.544387264	5694.813029
0.930505857	3.75482316	8.521300033	5686.213473
0.929225931	3.75415187	8.496223552	5677.431068
0.927833725	3.7534647	8.469031048	5668.454957
0.926329849	3.75276069	8.439755184	5659.273592
0.924725368	3.75204022	8.408632422	5649.89296
0.923014744	3.7513013	8.375577162	5640.288258
0.921192534	3.7505426	8.34050859	5630.443438
0.919510034	3.74985954	8.30825914	5621.594815
0.917733441	3.74919083	8.274341496	5612.94556
0.915803749	3.7485039	8.237657838	5604.074498
0.913771595	3.74780253	8.199202169	5595.031423
0.911647542	3.74708557	8.159199309	5585.802422
0.909435152	3.74635249	8.117740274	5576.381658
0.90712745	3.74560143	8.074719598	5566.746311
0.904721183	3.74483111	8.030104241	5556.881173
0.902217737	3.74404054	7.983948686	5546.774879
0.899618091	3.74322844	7.93630027	5536.412493
0.896919505	3.74239342	7.887139186	5525.777835
0.894601773	3.74164578	7.845159416	5516.273365
0.892250813	3.7409207	7.802806067	5507.071309
0.889708771	3.74017427	7.757267557	5497.614332
0.887066856	3.73941074	7.710221523	5487.957507
0.884340097	3.73862842	7.661963822	5478.080628
0.881535797	3.73782601	7.612648842	5467.968575
0.878651943	3.73700189	7.562265888	5457.602362
0.875685555	3.73615466	7.510788887	5446.965945
0.872635322	3.73528273	7.458222269	5436.04108
0.87043255	3.73454765	7.420489416	5426.847905
0.867901202	3.73378224	7.377363828	5417.291934
0.865243938	3.73300012	7.332362675	5407.544724
0.862502354	3.73219855	7.286221238	5397.573314
0.85969172	3.73137598	7.239219082	5387.359784
0.856818344	3.73053095	7.19148111	5376.887502
0.853884854	3.72966209	7.143069143	5366.141124
0.851513002	3.72885893	7.104164383	5356.226453
0.849361661	3.72808968	7.069059889	5346.747561
0.847023675	3.72729746	7.03110648	5337.003161
0.844610775	3.72648751	6.99215062	5327.059039
0.842150451	3.72565777	6.95265134	5316.891158
0.839656599	3.72480726	6.912841495	5306.488899
0.837305758	3.72395717	6.875523297	5296.112112
0.835765912	3.72319801	6.851188427	5286.862433
0.834021419	3.72241267	6.823723473	5277.310774
0.832209838	3.7216121	6.795318826	5267.591643
0.830367374	3.72079714	6.766551226	5257.716198
0.828515547	3.71996544	6.737760151	5247.656991
0.827065915	3.71915949	6.715307667	5237.927586
0.826156048	3.71840327	6.701253514	5228.814923
0.825141621	3.71762706	6.685618963	5219.477863
0.82410092	3.71684025	6.669617377	5210.030312
0.823063881	3.71604233	6.653710194	5200.466822
0.822244349	3.7152458	6.641166201	5190.937501
0.822166303	3.7145134	6.639972841	5182.190812
0.822031718	3.71376302	6.637915476	5173.244682
0.821891275	3.71300998	6.635769241	5164.282366
0.821786235	3.71224553	6.634164484	5155.200134
0.822158485	3.71150858	6.639853312	5146.459744
0.822967412	3.71080039	6.652232382	5138.074416
0.823772621	3.71008696	6.664577476	5129.640859
0.82461058	3.70937154	6.677449004	5121.197679
0.825691243	3.70865616	6.694085314	5112.768867
0.827426542	3.70798782	6.720886202	5104.906828
0.829180914	3.70731867	6.748090743	5097.047373
0.830982659	3.70664832	6.776144505	5089.185956
0.833080511	3.70598078	6.808955738	5081.369541
0.835740264	3.70534892	6.85078383	5073.981974
0.838422111	3.7047305	6.893219549	5066.761945
0.841191654	3.70409876	6.937318821	5059.397013
0.844485076	3.70349085	6.990127156	5052.320003
0.848023068	3.70291141	7.047305005	5045.583642
0.851631723	3.70232904	7.10610668	5038.822268
0.855544023	3.70174417	7.17041056	5032.040989
0.859875069	3.70120188	7.242275957	5025.761557
0.864219063	3.70067034	7.315079713	5019.614209
0.868780217	3.70012396	7.392310784	5013.303071
0.873757406	3.69962775	7.477516947	5007.578314
0.878736458	3.69914051	7.56373767	5001.963404
0.883926217	3.69863439	7.654665495	4996.13759
0.88944982	3.69818381	7.752643613	4990.956791
0.895007406	3.69773001	7.852490253	4985.744399
0.900810248	3.69725873	7.958115684	4980.336991
0.906792347	3.69685248	8.068491522	4975.680437
0.912875565	3.69642298	8.182303134	4970.762119
0.91925658	3.69598137	8.303411859	4965.710195
0.925631049	3.69561317	8.426186145	4961.501991
0.932192096	3.69520148	8.554450074	4956.800958
0.9389601	3.69481503	8.688805988	4952.39219
0.945767935	3.69445366	8.826081532	4948.273091
0.952814338	3.69404971	8.970452234	4943.672698
0.959877212	3.69371628	9.117530231	4939.878645
0.967116842	3.69335025	9.2707921	4935.716994
0.974662781	3.69295409	9.433281207	4931.216725
0.981945168	3.69265391	9.592795097	4927.809495
0.989560498	3.69228819	9.762487662	4923.661526
0.997366296	3.6919289	9.939540234	4919.589886
1.00494666	3.69162825	10.1145522	4916.185369
1.01296267	3.69125746	10.30297557	4911.989842
1.02083457	3.69094468	10.49142717	4908.453488
1.02879414	3.69062453	10.68548256	4904.836444
1.03721948	3.69024559	10.89480547	4900.558636
1.0452609	3.68994682	11.09841346	4897.188489
1.05345663	3.68962578	11.3098444	4893.569718
1.0621924	3.68924335	11.53964371	4889.262446
1.07099564	3.68887775	11.77594151	4885.148274
1.0789072	3.68861397	11.99243022	4882.182054
1.08774928	3.68824162	12.23909427	4877.998023
1.09706021	3.68783989	12.50432376	4873.487876
1.10994569	3.68807464	12.88088462	4876.122864
1.11583921	3.68782574	13.05687391	4873.329093
1.1196345	3.68764894	13.17147767	4871.345579
1.12296633	3.68749091	13.27291551	4869.573328
1.12630861	3.68733395	13.3754564	4867.813715
1.13040231	3.68714345	13.50213077	4865.678954
1.13542276	3.68691206	13.65912124	4863.087234
1.13913129	3.68674382	13.77625871	4861.203702
1.14099743	3.68665903	13.83558192	4860.254712
1.14286035	3.68657462	13.89505755	4859.310159
1.1447204	3.68649033	13.95469665	4858.367132
1.14565315	3.68644798	13.98469986	4857.893394
1.14650516	3.68640722	14.01216233	4857.437485
1.14706114	3.68637265	14.03011207	4857.050847
1.14715512	3.68635547	14.03314847	4856.858714
1.14604155	3.6863795	13.99721231	4857.127457
1.14438873	3.6864308	13.94404353	4857.701227
1.14397964	3.68644332	13.93091492	4857.841269
1.14484477	3.68640541	13.95869346	4857.417241
1.1465436	3.68633067	14.01340262	4856.581375
1.14887554	3.68622775	14.08884983	4855.430589
1.15179936	3.68609891	14.18402082	4853.990366
1.15535027	3.68594223	14.30046864	4852.239512
1.15916727	3.6857845	14.42670894	4850.477563
1.17182474	3.68575285	14.85336112	4850.124089
1.18949501	3.68542383	15.47016729	4846.451043
1.1958381	3.68512476	15.697775	4843.11476
1.20094779	3.68485824	15.88355788	4840.143525
1.20647391	3.68456058	16.08695733	4836.827288
1.21328309	3.68419887	16.34116782	4832.800526
1.22175804	3.6837574	16.66318592	4827.890373
1.22645303	3.6835185	16.84430242	4825.235341
1.23114417	3.68327841	17.02723657	4822.568554
1.23353028	3.68315752	17.12104544	4821.226333
1.23590454	3.68303662	17.21490142	4819.884375
1.23787232	3.68292012	17.29307878	4818.591609
1.24193007	3.68301608	17.45541064	4819.656423
1.24497642	3.68284354	17.5782817	4817.742012
1.24691893	3.68274206	17.65708184	4816.616399
1.24875049	3.68264948	17.7317047	4815.589735
1.25046601	3.68256237	17.80188577	4814.623929
1.25172471	3.68249049	17.85355517	4813.827128
1.24823165	3.68251914	17.71053375	4814.144702
1.24721331	3.68247548	17.66905449	4813.660756
1.2488562	3.68236638	17.73602123	4812.451658
1.25185802	3.68221316	17.8590363	4810.754115
1.25573501	3.68202161	18.01917943	4808.632751
1.26044454	3.68178958	18.21564442	4806.064334
1.26610695	3.68151031	18.45469831	4802.974822
1.27020109	3.68130872	18.62949533	4800.745903
1.27428447	3.68110715	18.80548203	4798.51824
1.27632199	3.68100643	18.89391643	4797.405514
1.2782536	3.68090832	18.97813799	4796.321871
1.28005155	3.68081195	19.05686906	4795.257685
1.27859687	3.68078366	18.9931444	4794.945331
1.27684728	3.68076366	18.91678291	4794.724521
1.27753729	3.68068401	18.94686192	4793.845245
1.27995932	3.68055349	19.05282243	4792.404751
1.28343742	3.68038234	19.20602191	4790.516496
1.2877636	3.6801724	19.39829681	4788.201298
1.29297405	3.67991964	19.63242965	4785.415368
1.29922845	3.67961586	19.9172076	4782.06924
1.30674673	3.67924981	20.26500569	4778.040317
1.31580288	3.67880739	20.69201955	4773.175359
1.32665298	3.67827505	21.21548576	4767.328185
1.33219677	3.67800179	21.48803833	4764.329505
1.33768826	3.67773035	21.76147156	4761.352664
1.34072336	3.67757197	21.91408592	4759.616594
1.34338673	3.67744204	22.04888996	4758.192849
1.34798909	3.67722033	22.28379169	4755.764383
1.35452093	3.67690047	22.62147557	4752.263029
1.36264299	3.67649871	23.04851716	4747.868807
1.37247299	3.67600868	23.57615565	4742.514638
1.38377146	3.675441	24.19755357	4736.319597
1.39521685	3.67486143	24.84373282	4730.00315
1.40678639	3.67427002	25.51446052	4723.566349
1.41840683	3.67367047	26.20636768	4717.049894
1.43008027	3.67306254	26.92032322	4710.451537
1.44183275	3.67244484	27.65876281	4703.756592
1.45363586	3.67181869	28.42077131	4696.979774
1.46551888	3.67118233	29.20914738	4690.102455
1.47745033	3.67053716	30.02274033	4683.140205
1.48942139	3.66988362	30.86180977	4676.098168
1.5014326	3.66922167	31.72726237	4668.976306
1.51347204	3.66855195	32.61910494	4661.781886
1.52550928	3.66787633	33.53584703	4654.535318
1.53757295	3.66719357	34.48045198	4647.223611
1.5496744	3.66650331	35.45474776	4639.843263
1.56179508	3.66580666	36.45818799	4632.406475
1.57391368	3.66510495	37.48984803	4624.927722
1.58603266	3.66439812	38.55073477	4617.406607
1.59813178	3.66368744	39.6398297	4609.856856
1.61018087	3.66297488	40.75499742	4602.299527
1.62211995	3.66226443	41.89092498	4594.77691
1.63394826	3.6615564	43.04753224	4587.292152
1.64559402	3.66085558	44.21748325	4579.895618
1.65700381	3.66016581	45.3945599	4572.627354
1.66807301	3.65949428	46.56643706	4565.56237
1.67866565	3.6588504	47.716178	4558.798535
1.68860896	3.6582465	48.82125734	4552.463789
1.6976728	3.65769866	49.85087665	4546.724712
1.70555256	3.65722845	50.76361714	4541.804644
1.71194928	3.65685747	51.5168476	4537.926632
1.71666041	3.65660112	52.07873301	4535.24883
1.71974235	3.65645725	52.44962048	4533.746674
1.72193746	3.65637831	52.71539439	4532.922668
1.7241295	3.65630178	52.9821405	4532.123961
1.72748726	3.65614916	53.39336104	4530.531559
1.73282874	3.65586385	54.05411235	4527.556201
1.74042925	3.65542449	55.00843001	4522.978153
1.7500414	3.65484477	56.23949341	4516.944662
1.76115084	3.65415717	57.69668218	4509.798834
1.7733136	3.65339071	59.33536251	4501.846783
1.78628164	3.65256214	61.13383493	4493.266109
1.79985263	3.65168522	63.07432768	4484.202536
1.81383621	3.65077306	65.1382685	4474.794133
1.82813168	3.64983279	67.31807367	4465.116453
1.84265138	3.64887067	69.60675374	4455.235547
1.85734638	3.64789035	72.00230174	4445.190218
1.8721454	3.64689705	74.49813488	4435.034985
1.88705166	3.64589077	77.09951747	4424.770704
1.90206679	3.64487151	79.811742	4414.39824
1.91718317	3.64383985	82.63864165	4403.924349
1.93238394	3.64279699	85.58229727	4393.362007
1.94766666	3.64174311	88.64753423	4382.713787
1.96301574	3.64067931	91.83658799	4371.991511
1.97847437	3.63960255	95.1643685	4361.165321
1.99402258	3.63851442	98.6330766	4350.252047
2.00963068	3.63741656	102.2423163	4339.268863
2.02529402	3.63630924	105.9971089	4328.219128
2.0410497	3.63518961	109.9131615	4317.075162
2.05688368	3.63405847	113.9944428	4305.845771
2.07278986	3.63291608	118.2469262	4294.534342
2.0887649	3.63176251	122.6774952	4283.142366
2.10478404	3.63059948	127.2869968	4271.68756
2.12079913	3.62943057	132.0684649	4260.205709
2.13693281	3.62824638	137.0669693	4248.605236
2.15312667	3.62705099	142.2743696	4236.927084
2.16935796	3.62584598	147.6923361	4225.187439
2.18566314	3.62462839	153.342712	4213.358274
2.20202077	3.62339967	159.2284876	4201.454551
2.21841076	3.62216124	165.3524979	4189.49079
2.23480706	3.62091512	171.7145357	4177.487124
2.25125183	3.61965797	178.3412597	4165.412059
2.26776356	3.61838835	185.2522792	4153.252642
2.28431362	3.6171087	192.4480966	4141.033082
2.30090716	3.61581893	199.9434401	4128.753264
2.31753459	3.61452013	207.7469182	4116.424269
2.33418229	3.61321376	215.8650287	4104.060554
2.35082645	3.61190216	224.2985417	4091.684699
2.36752359	3.61058089	233.0899722	4079.255333
2.38425107	3.60925183	242.2429073	4066.790777
2.40112131	3.60790601	251.838028	4054.207848
2.41800193	3.60655402	261.8194643	4041.606432
2.43490042	3.60519536	272.2077088	4028.982305
2.45176885	3.60383423	282.9885409	4016.374768
2.46864654	3.60246757	294.2026227	4003.7557
2.48559381	3.60109042	305.9100958	3991.079879
2.50255934	3.59970702	318.0968292	3978.386935
2.51954321	3.59831745	330.7830216	3965.678018
2.53655665	3.59692068	343.9985801	3952.944165
2.55357732	3.59551852	357.7480869	3940.202298
2.57056756	3.59411419	372.0210892	3927.48188
2.58757696	3.5927035	386.8806065	3914.745197
2.60462064	3.591285	402.3654111	3901.979649
2.62167963	3.5898602	418.4847437	3889.19931
2.63874156	3.5884301	435.2527863	3876.413523
2.65580249	3.58699501	452.6916563	3863.625378
2.67282094	3.58555857	470.7831821	3850.867449
2.68985857	3.58411545	489.6193466	3838.092613
2.70687138	3.58266942	509.1800507	3825.334524
2.72391216	3.58121583	529.5563255	3812.552476
2.74093535	3.5797586	550.7257081	3799.78129
2.75796384	3.57829569	572.7483411	3787.003356
2.77496125	3.57683035	595.6089978	3774.247274
2.79198366	3.57535774	619.4177695	3761.471192
2.80901711	3.57387891	644.1946445	3748.684668
2.82603572	3.57239612	669.9397086	3735.907546
2.84304238	3.57090912	696.6944967	3723.137881
2.86004442	3.56941726	724.5100598	3710.370343
2.87697487	3.56792663	753.3119729	3697.65706
2.89388584	3.56643269	783.2237351	3684.959253
2.9107961	3.56493371	814.3218725	3672.262434
2.92769347	3.56343079	846.6296423	3659.576162
2.94457069	3.56192463	880.1783664	3646.906509
2.96142031	3.56041583	914.9983481	3634.258627
2.97818125	3.55890991	951.0016052	3621.678626
2.99493916	3.55739905	988.4146187	3609.101117
3.0116506	3.55588725	1027.189568	3596.559504
3.02835686	3.55437073	1067.472904	3584.022521
3.04503575	3.55285155	1109.266123	3571.507365
3.06167374	3.55133116	1152.587061	3559.025994
3.07822297	3.54981432	1197.355104	3546.617233
3.09475726	3.54829416	1243.81921	3534.224718
3.11126261	3.54677137	1292.000287	3521.854177
3.12772048	3.54524701	1341.901011	3509.514249
3.14413377	3.54372009	1393.585985	3497.196942
3.16046715	3.54219328	1446.995398	3484.923748
3.17672436	3.54066555	1502.188248	3472.68627
3.19290838	3.53913586	1559.22353	3460.476147
3.20903915	3.53760145	1618.225908	3448.271478
3.22508843	3.53606416	1679.145887	3436.087068
3.24102757	3.53452594	1741.917451	3423.938379
3.2568774	3.532984	1806.664038	3411.803418
3.27265346	3.53143584	1873.498976	3399.662776
3.28832767	3.52988326	1942.350805	3387.530858
3.30388532	3.52832683	2013.192575	3375.412311
3.31932692	3.52676556	2086.060598	3363.299634
3.33460068	3.52520392	2160.730887	3351.227568
3.34961247	3.52365109	2236.724372	3339.266572
3.36421061	3.52212278	2313.186292	3327.536132
3.37042166	3.52146801	2346.505951	3322.523107
3.37656044	3.52081644	2379.909486	3317.542078
3.38259172	3.520173	2413.191128	3312.630529
3.38555935	3.5198556	2429.737463	3310.210409
3.38843256	3.51954732	2445.865437	3307.86152
3.38984342	3.51939586	2453.824057	3306.708106
3.39120569	3.51924939	2461.533156	3305.593075
3.3925049	3.5191097	2468.907961	3304.530008
3.3931328	3.51904222	2472.480073	3304.016595
3.39372693	3.51897839	2475.864826	3303.531026
3.39427551	3.51891956	2478.994196	3303.083557
3.39453313	3.51889197	2480.465152	3302.873724
3.39477039	3.51886663	2481.820628	3302.681015
3.39497613	3.51884478	2482.996629	3302.514857
3.39506599	3.51883526	2483.51044	3302.442464
3.3951446	3.51882701	2483.960012	3302.379731
3.39520258	3.51882105	2484.291652	3302.334411
3.39522601	3.51881892	2484.425682	3302.318215
3.39521744	3.51882011	2484.376657	3302.327263
3.39520472	3.51882162	2484.303893	3302.338745
3.39518628	3.5188238	2484.198413	3302.355322
3.39515594	3.5188273	2484.024872	3302.381936
3.39513468	3.51882969	2483.903274	3302.400109
3.39510841	3.51883267	2483.75303	3302.42277
3.39507562	3.51883637	2483.56551	3302.450905
3.39503191	3.51884128	2483.315561	3302.488242
3.39497172	3.51884801	2482.971416	3302.539419
3.39491549	3.51885428	2482.649956	3302.587098
3.39484382	3.51886226	2482.240287	3302.647783
3.39474797	3.51887294	2481.69251	3302.729001
3.39469013	3.51887934	2481.362017	3302.777672
3.39472507	3.51887528	2481.561656	3302.746797
3.3946926	3.51887903	2481.376129	3302.775315
3.39465906	3.51888276	2481.184503	3302.803681
3.39462533	3.5188865	2480.991806	3302.832124
3.39458911	3.51889053	2480.784901	3302.862773
3.39453944	3.51889605	2480.501192	3302.904753
3.39446909	3.51890388	2480.099416	3302.964303
3.39436542	3.51891541	2479.507464	3303.051994
3.39427918	3.51892495	2479.015145	3303.124551
3.39417629	3.51893638	2478.427904	3303.211486
3.3940516	3.51895024	2477.716426	3303.316906
3.39389588	3.51896757	2476.828179	3303.448723
3.39378999	3.51897927	2476.22435	3303.53772
3.39366464	3.51899325	2475.509743	3303.644063
3.39359755	3.51900062	2475.127355	3303.700127
3.39352478	3.51900874	2474.71266	3303.761897
3.39348702	3.51901286	2474.497504	3303.793238
3.39344767	3.51901727	2474.273308	3303.826787
3.39340645	3.51902188	2474.038479	3303.861857
3.39336333	3.51902672	2473.79285	3303.898677
3.39331826	3.51903178	2473.53614	3303.937171
3.3932615	3.51903826	2473.212883	3303.986469
