SOURCE_ID	dec_bp_1	dec_bp_2	dec_g_1	dec_g_2	dec_rp_1	dec_rp_2	magnitude_bp_1	magnitude_bp_2	magnitude_g_1	magnitude_g_2	magnitude_rp_1	magnitude_rp_2	parallax_bp_1	parallax_bp_2	parallax_g_1	parallax_g_2	parallax_rp_1	parallax_rp_2	ra_bp_1	ra_bp_2	ra_g_1	ra_g_2	ra_rp_1	ra_rp_2
4666243411736856064	-70.11742866434052	-70.11742866434052	-70.11742866434052	-70.11742866434052	-70.11742866434052	-70.11742866434052	16.595029830932617	16.69502983093262	16.2386417388916	16.338641738891603	15.7052001953125	15.8052001953125	0.4470406848860218	0.4470406848860218	0.4470406848860218	0.4470406848860218	0.4470406848860218	0.4470406848860218	57.34629993870913	57.34629993870913	57.34629993870913	57.34629993870913	57.34629993870913	57.34629993870913
4666243411736856448	-70.12127145098304	-70.12127145098304	-70.12127145098304	-70.12127145098304	-70.12127145098304	-70.12127145098304	16.595176696777344	16.695176696777345	15.89722728729248	15.99722728729248	15.085406303405762	15.18540630340576	1.687728922956485	1.687728922956485	1.687728922956485	1.687728922956485	1.687728922956485	1.687728922956485	57.35157345904666	57.35157345904666	57.35157345904666	57.35157345904666	57.35157345904666	57.35157345904666
4666243480456491776	-70.10571683725748	-70.10571683725748	-70.10571683725748	-70.10571683725748	-70.10571683725748	-70.10571683725748	21.118745803833008	21.21874580383301	20.644834518432617	20.74483451843262	19.413204193115234	19.51320419311524	1.3624238974743408	1.3624238974743408	1.3624238974743408	1.3624238974743408	1.3624238974743408	1.3624238974743408	57.31448413009034	57.31448413009034	57.31448413009034	57.31448413009034	57.31448413009034	57.31448413009034
4666243544880080768	-70.11855939836241	-70.11855939836241	-70.11855939836241	-70.11855939836241	-70.11855939836241	-70.11855939836241	19.62553977966309	19.725539779663087	19.11314582824707	19.21314582824707	18.52863121032715	18.62863121032715	0.1309839800541196	0.1309839800541196	0.1309839800541196	0.1309839800541196	0.1309839800541196	0.1309839800541196	57.23690996038129	57.23690996038129	57.23690996038129	57.23690996038129	57.23690996038129	57.23690996038129
4666243583534994432	-70.11760979318927	-70.11760979318927	-70.11760979318927	-70.11760979318927	-70.11760979318927	-70.11760979318927	21.3032341003418	21.4032341003418	20.753278732299805	20.85327873229981	19.9608097076416	20.060809707641603	2.435426687016193	2.435426687016193	2.435426687016193	2.435426687016193	2.435426687016193	2.435426687016193	57.181763388891575	57.181763388891575	57.181763388891575	57.181763388891575	57.181763388891575	57.181763388891575
4666243583535544064	-70.12916019690378	-70.12916019690378	-70.12916019690378	-70.12916019690378	-70.12916019690378	-70.12916019690378	20.18501281738281	20.28501281738281	19.11891746520996	19.21891746520996	18.163164138793945	18.263164138793947	0.7083818238136501	0.7083818238136501	0.7083818238136501	0.7083818238136501	0.7083818238136501	0.7083818238136501	57.19030892123811	57.19030892123811	57.19030892123811	57.19030892123811	57.19030892123811	57.19030892123811
4666244270729764480	-70.18274652960892	-70.18274652960892	-70.18274652960892	-70.18274652960892	-70.18274652960892	-70.18274652960892	20.908546447753903	21.008546447753908	20.59861183166504	20.69861183166504	19.477962493896484	19.57796249389649	0.7149714524150774	0.7149714524150774	0.7149714524150774	0.7149714524150774	0.7149714524150774	0.7149714524150774	56.86173836655984	56.86173836655984	56.86173836655984	56.86173836655984	56.86173836655984	56.86173836655984
4666244369513771648	-70.18893580825531	-70.18893580825531	-70.18893580825531	-70.18893580825531	-70.18893580825531	-70.18893580825531	19.87210273742676	19.97210273742676	19.262975692749023	19.362975692749025	18.654319763183597	18.754319763183595	0.2072745871381602	0.2072745871381602	0.2072745871381602	0.2072745871381602	0.2072745871381602	0.2072745871381602	57.00569391074041	57.00569391074041	57.00569391074041	57.00569391074041	57.00569391074041	57.00569391074041
4666244373809528064	-70.19405897999124	-70.19405897999124	-70.19405897999124	-70.19405897999124	-70.19405897999124	-70.19405897999124	19.62041664123535	19.720416641235357	19.32329368591309	19.423293685913087	18.90863037109375	19.00863037109375	0.1727226588042791	0.1727226588042791	0.1727226588042791	0.1727226588042791	0.1727226588042791	0.1727226588042791	57.01302175540916	57.01302175540916	57.01302175540916	57.01302175540916	57.01302175540916	57.01302175540916
4666244373809646080	-70.18623887944015	-70.18623887944015	-70.18623887944015	-70.18623887944015	-70.18623887944015	-70.18623887944015	20.39959716796875	20.49959716796875	19.8629093170166	19.962909317016603	19.160140991210938	19.26014099121094	0.3721203066872381	0.3721203066872381	0.3721203066872381	0.3721203066872381	0.3721203066872381	0.3721203066872381	57.00389811999724	57.00389811999724	57.00389811999724	57.00389811999724	57.00389811999724	57.00389811999724
4666244472592995840	-70.16653776321795	-70.16653776321795	-70.16653776321795	-70.16653776321795	-70.16653776321795	-70.16653776321795	19.39765739440918	19.49765739440918	18.743518829345703	18.843518829345705	18.03651428222656	18.136514282226564	0.2726983893289116	0.2726983893289116	0.2726983893289116	0.2726983893289116	0.2726983893289116	0.2726983893289116	57.02970636443601	57.02970636443601	57.02970636443601	57.02970636443601	57.02970636443601	57.02970636443601
4666244610033448704	-70.16862513289291	-70.16862513289291	-70.16862513289291	-70.16862513289291	-70.16862513289291	-70.16862513289291	21.01344108581543	21.11344108581543	20.18113899230957	20.28113899230957	19.101119995117188	19.20111999511719	1.059697302837705	1.059697302837705	1.059697302837705	1.059697302837705	1.059697302837705	1.059697302837705	56.93101935385653	56.93101935385653	56.93101935385653	56.93101935385653	56.93101935385653	56.93101935385653
4666244614327147520	-70.17226397849613	-70.17226397849613	-70.17226397849613	-70.17226397849613	-70.17226397849613	-70.17226397849613	21.292274475097656	21.392274475097658	20.366390228271484	20.46639022827149	19.76212501525879	19.86212501525879	0.6942454335181775	0.6942454335181775	0.6942454335181775	0.6942454335181775	0.6942454335181775	0.6942454335181775	56.947859262230246	56.947859262230246	56.947859262230246	56.947859262230246	56.947859262230246	56.947859262230246
4666244648687430272	-70.17009420136888	-70.17009420136888	-70.17009420136888	-70.17009420136888	-70.17009420136888	-70.17009420136888	18.70482444763184	18.80482444763184	17.83711814880371	17.937118148803712	16.922344207763672	17.022344207763673	0.671205665985391	0.671205665985391	0.671205665985391	0.671205665985391	0.671205665985391	0.671205665985391	56.94329165772204	56.94329165772204	56.94329165772204	56.94329165772204	56.94329165772204	56.94329165772204
4666244747470908416	-70.1553644412658	-70.1553644412658	-70.1553644412658	-70.1553644412658	-70.1553644412658	-70.1553644412658	20.43214607238769	20.532146072387697	19.85992431640625	19.95992431640625	19.09135627746582	19.19135627746582	0.0438620593241282	0.0438620593241282	0.0438620593241282	0.0438620593241282	0.0438620593241282	0.0438620593241282	56.98091276200378	56.98091276200378	56.98091276200378	56.98091276200378	56.98091276200378	56.98091276200378
4666244747470909952	-70.15316374987268	-70.15316374987268	-70.15316374987268	-70.15316374987268	-70.15316374987268	-70.15316374987268	19.54714012145996	19.64714012145996	19.02076530456543	19.12076530456543	18.322490692138672	18.422490692138677	0.2795261602931156	0.2795261602931156	0.2795261602931156	0.2795261602931156	0.2795261602931156	0.2795261602931156	56.98443745926507	56.98443745926507	56.98443745926507	56.98443745926507	56.98443745926507	56.98443745926507
4666244751766646016	-70.16367370639416	-70.16367370639416	-70.16367370639416	-70.16367370639416	-70.16367370639416	-70.16367370639416	20.19308280944824	20.293082809448244	19.675708770751957	19.775708770751955	19.06459617614746	19.164596176147462	0.0484763961997907	0.0484763961997907	0.0484763961997907	0.0484763961997907	0.0484763961997907	0.0484763961997907	56.97705594549041	56.97705594549041	56.97705594549041	56.97705594549041	56.97705594549041	56.97705594549041
4666244786126505984	-70.14598604167635	-70.14598604167635	-70.14598604167635	-70.14598604167635	-70.14598604167635	-70.14598604167635	16.58348846435547	16.68348846435547	15.685425758361816	15.785425758361816	14.743752479553224	14.843752479553222	2.824625425249883	2.824625425249883	2.824625425249883	2.824625425249883	2.824625425249883	2.824625425249883	57.01012652095176	57.01012652095176	57.01012652095176	57.01012652095176	57.01012652095176	57.01012652095176
4666244957925071104	-70.1836054074252	-70.1836054074252	-70.1836054074252	-70.1836054074252	-70.1836054074252	-70.1836054074252	16.47241973876953	16.572419738769533	16.016557693481445	16.116557693481447	15.380812644958496	15.480812644958496	0.0291112013930252	0.0291112013930252	0.0291112013930252	0.0291112013930252	0.0291112013930252	0.0291112013930252	56.77108519596339	56.77108519596339	56.77108519596339	56.77108519596339	56.77108519596339	56.77108519596339
