source_id	ra	dec	parallax	phot_g_mean_mag	phot_bp_mean_mag	phot_rp_mean_mag	pmra	pmdec
418551920284673408	10.12724197930297	56.53718879378639	14.090976249252234	1.9425238	2.9869862	1.8435026	49.12564571845064	-31.595374311196693
4357027756659697664	243.58621066034064	-3.694967708333353	20.411292350652413	2.0164251	3.482232	1.9189217	-45.34001940987892	-144.43272215287442
5589311357728452608	109.2855942327878	-37.09744448527957	5.762063161817684	2.0832374	3.4506135	1.9080331	-11.561999924300896	6.520111466968526
4993479684438433792	6.57215550145885	-42.30782032569077	39.91825815729799	2.0899775	3.301706	2.032224	176.2682926212513	-398.87213472266046
4038055447778237312	274.4060904518451	-36.76242931758906	23.885852068095137	2.1164951	3.742679	1.9154117	-131.80407046542277	-166.30893037257962
1279798794197267072	221.24648617076684	27.074315757773466	13.82667260913517	2.1833525	3.2867486	2.1027422	-50.81825554241812	21.02352084436887
160886283751041408	74.24843702624405	33.16601472318802	7.249065034494049	2.1975422	3.4961586	2.0509734	3.8169754472223434	-17.786274545345467
4302054339959905920	296.5649857104696	10.613252703828636	5.589928355256642	2.223692	3.3967323	1.9184874	16.232737511703284	-1.354232773419788
1222646935698492160	233.67254376294215	26.714295174747274	42.24080076261629	2.2693703	2.9421518	2.4125688	118.92724128982546	-87.71096348146563
5111187420714898304	59.507642022011794	-13.50901261093026	17.00162879163835	2.2707934	3.6330206	1.9435346	62.22700221870858	-112.00607671028064
1563590579347125632	200.9823733653325	54.92525907860076	40.21328447112701	2.282647	2.9681494	2.4338107	122.46748022957269	-22.68188642875364
4049506483413484672	275.24868220695066	-29.82822386700995	7.846769491115783	2.296982	3.4772964	2.0510972	33.211995167893946	-27.36096961705406
6227443304915069056	226.0172005141403	-25.2821590562471	12.538654525627177	2.3034124	3.9132633	2.0032084	-73.48399761123272	-42.63214443753797
804753180515722624	155.58176101601168	41.49966386040507	17.798718499448466	2.32451	3.6615462	2.0164533	-73.74880343645458	28.25932499914457
4429785739602747392	236.0675744297602	6.425832666908804	43.94497411580315	2.3253543	3.3184485	1.9836086	133.92233920144864	45.55042108403326
2106630885454013184	283.83388403904866	43.94645113267487	10.440410406499382	2.3616831	4.4252152	2.0015056	20.136233498600635	81.34922542993326
5922444483103229952	261.3248860596135	-55.52999691705136	4.560053792219337	2.3912818	3.561694	2.1189883	-8.039169337949994	-25.92658289598858
6407842789021567872	334.62477862508103	-60.25977542657531	17.732356212677455	2.396663	3.5457501	2.1070552	-76.99973801843797	-32.82300860348311
856096765753549056	165.46097417209683	56.38257749355825	38.60307997876443	2.3985364	3.0090785	2.515501	79.9586126663101	32.364540942038154
3704342295607157120	193.89877797423057	3.3972301950318524	17.4064804454874	2.4037774	3.9102104	2.0112715	-469.7138768334123	-53.70998944969009
4473334474604992384	265.86794661822	4.568012245771951	39.22844495769126	2.4423249	3.399839	2.1105976	-41.79318180686009	159.42988775386635
3501215734352781440	188.59681758232725	-23.397012233844624	22.00492733579523	2.448283	3.3300257	2.2373757	1.1162392204898848	-56.70396951863153
2202630001603369856	325.8769443071388	58.78002783444686	0.1190235841537322	2.450726	4.243888	1.9729801	3.4393409565980617	-4.108339831164347
4629125170492116224	56.81058395021464	-74.23845269276111	15.07934675483247	2.4740036	3.8621483	2.035936	50.79864554281097	114.79143876879375
702343774145932544	140.2625728404832	34.39263287351821	14.704195701416294	2.488654	3.7024338	2.1015406	-218.7225628603156	16.555167975677605
1625209684868707328	245.9977069286059	61.51446351163256	35.71632757836309	2.494415	3.3004897	2.2034333	-16.394368866203294	57.09390745268847
6126469654585981952	182.08939329942345	-50.72248107334658	5.7179329578318505	2.508257	2.8839037	2.6314585	-42.613146390430266	-11.13481692698886
5917537534527580160	254.6549130347896	-55.99029939641002	5.772484443283007	2.5107856	3.7142208	2.1016068	-17.51823774702156	-36.120035038888346
5361403934691772160	161.6928645043898	-49.420476913951866	29.050584144755422	2.5133939	3.3215032	2.2191339	68.53673565077756	-48.81915516222894
4076915349846977664	276.99244340050245	-25.422523033637848	42.91983428306095	2.5435061	3.4018164	2.200824	-46.15155339413359	-185.0673601254817
5306951892646516992	142.80522590576416	-57.03435042166543	14.623396609093676	2.5465453	3.7475293	2.1003063	-32.615183222963346	5.856565752556893
1297565458994346240	247.554529319034	21.48954466071868	22.00225443817068	2.547638	3.36776	2.2266295	-98.82186841087012	-14.869239096336226
1415230383034813824	262.6080575941285	52.30144332961535	8.919816494942994	2.5482864	3.3843937	2.2363496	-16.12587706896328	11.35753620699344
2971266110612490624	83.18258484252563	-17.822282254766677	1.6817195427885396	2.5535128	3.146066	2.4545782	3.3641908258333144	1.4840057540654934
4337352305320149760	249.28979755823173	-10.56697607712102	7.408845727983025	2.5565956	3.0091202	2.5672572	10.464966834036836	24.741567563021235
5099455184968674560	49.87942190770887	-21.75771998267506	10.615268776173938	2.5895581	4.1026216	2.0912385	52.7739441986668	32.718263924053616
5502164890740285696	102.48426657164552	-50.61484787877496	18.75771327908217	2.6184993	3.558935	2.24651	32.618184414772365	-69.56573406322882
3736865265441207424	195.54291476874843	10.95923674149768	30.210957333166505	2.619051	3.4062746	2.2495508	-273.792912720649	19.803882348563043
2968097043228517120	82.06131804802973	-20.759815662845018	20.869734045876413	2.627176	3.3722863	2.28506	-5.747658161056199	-83.64984625289725
3490234568129160704	182.5308213695673	-22.61972201098973	10.598376382247242	2.6297014	3.595086	2.210329	-72.01853020892453	10.636922874839016
5512070906394195968	112.30725962073404	-43.300592607109294	17.023374330493326	2.6405158	3.78837	2.1561558	-61.62816586114198	189.6272204088372
3384529341302871296	100.98300597068412	25.131074836391477	3.747653899374491	2.6483977	3.6414475	2.2281804	-4.853370650365749	-11.780095106031592
